iters,fevals,fitness,time
0,68,0.02276226800068156,0.0009999275207519531
1,121,0.02415341287845993,0.0009999275207519531
2,139,0.0230990229379595,0.0009999275207519531
3,346,0.02249081554809538,0.0009999275207519531
4,398,0.02522190615161608,0.0009999275207519531
5,433,0.026125477448817543,0.0009999275207519531
6,500,0.024909823585446998,0.0009999275207519531
7,501,0.025323030951808746,0.0009999275207519531
8,502,0.025324127669799447,0.0009999275207519531
9,503,0.0258912380849845,0.0009999275207519531
10,504,0.02569546066080634,0.0009999275207519531
11,505,0.024582086660193597,0.0009999275207519531
12,506,0.024408191029710632,0.0009999275207519531
13,507,0.02442994453951072,0.0009999275207519531
14,508,0.024701105569108903,0.0009999275207519531
15,509,0.024484543937446087,0.0009999275207519531
16,510,0.024707179549114524,0.0009999275207519531
17,511,0.024724306827912105,0.0009999275207519531
18,512,0.024546856652203613,0.0009999275207519531
19,513,0.02341547048331897,0.0009999275207519531
20,514,0.02367552702275576,0.0009999275207519531
21,515,0.023893224526722247,0.0009999275207519531
22,516,0.023821735958398406,0.0009999275207519531
23,517,0.023758112054380193,0.0009999275207519531
24,518,0.02354272584867784,0.0009999275207519531
25,519,0.023509677043567673,0.0009999275207519531
26,520,0.023437804495815374,0.0009999275207519531
27,521,0.023576230130012338,0.0009999275207519531
28,522,0.023697030160644172,0.0009999275207519531
29,523,0.024228441125295246,0.0009999275207519531
30,524,0.02415311359737244,0.0009999275207519531
31,525,0.024003587425516816,0.0009999275207519531
32,526,0.024437615225886805,0.0009999275207519531
33,527,0.024860660801498853,0.0009999275207519531
34,528,0.024430781952653646,0.0009999275207519531
35,529,0.024362534647118097,0.0009999275207519531
36,530,0.02469847220842994,0.0009999275207519531
37,531,0.02492599019413549,0.0009999275207519531
38,532,0.024978358734645913,0.0009999275207519531
39,533,0.024362305790224106,0.0009999275207519531
40,534,0.024341182605393533,0.0009999275207519531
41,535,0.024080409268307065,0.0009999275207519531
42,536,0.023874045180844253,0.0009999275207519531
43,537,0.02329795339369957,0.0009999275207519531
44,538,0.02321091563971531,0.0009999275207519531
45,539,0.023243496967043486,0.0009999275207519531
46,540,0.023747605987367536,0.0009999275207519531
47,541,0.023528367539736566,0.0009999275207519531
48,542,0.02403937169754232,0.0009999275207519531
49,543,0.024126804718349753,0.0009999275207519531
50,544,0.024310948155919884,0.0009999275207519531
51,545,0.024309541246367493,0.0009999275207519531
52,546,0.024309541246367493,0.0009999275207519531
53,547,0.023651389862032753,0.0009999275207519531
54,548,0.023735494242758753,0.0009999275207519531
55,549,0.02394796852699288,0.0009999275207519531
56,550,0.024471135616265717,0.0009999275207519531
57,551,0.024234898497842598,0.0009999275207519531
58,552,0.025091531757372824,0.0009999275207519531
59,553,0.024823260541153618,0.0009999275207519531
60,554,0.025094593556575676,0.0009999275207519531
61,555,0.024515688089298007,0.0009999275207519531
62,556,0.024121980811132253,0.0009999275207519531
63,557,0.024036129453027504,0.0009999275207519531
64,558,0.024036129453027504,0.0009999275207519531
65,559,0.024003655675612554,0.0009999275207519531
66,560,0.023964808654760264,0.0009999275207519531
67,561,0.023980230929268275,0.0009999275207519531
68,562,0.02386151860887573,0.0009999275207519531
69,563,0.02391888843708815,0.0009999275207519531
70,564,0.02377229440853224,0.0009999275207519531
71,565,0.0240908092604502,0.0009999275207519531
72,566,0.023809979090332303,0.0009999275207519531
73,567,0.023654547787768092,0.0009999275207519531
74,568,0.023773848531475274,0.0009999275207519531
75,569,0.02421465219881998,0.0009999275207519531
76,570,0.024518477691008112,0.0009999275207519531
77,571,0.02451048462175908,0.0009999275207519531
78,572,0.024831138770118763,0.0009999275207519531
79,573,0.023782821986177476,0.0009999275207519531
80,574,0.023790814802208946,0.0009999275207519531
81,575,0.024304549710025505,0.0009999275207519531
82,576,0.024390686343838154,0.0009999275207519531
83,577,0.02500900557156455,0.0009999275207519531
84,578,0.025135652083931523,0.0009999275207519531
85,579,0.025444453230761926,0.0009999275207519531
86,580,0.025211781328706207,0.0009999275207519531
87,581,0.025198111316802697,0.0009999275207519531
88,582,0.02544179923577407,0.0009999275207519531
89,583,0.02612256992128046,0.0009999275207519531
90,584,0.025912445314595575,0.0009999275207519531
91,585,0.026008466726440412,0.0009999275207519531
92,586,0.026339662694154775,0.0009999275207519531
93,587,0.025839016348142292,0.0009999275207519531
94,588,0.026097381461982757,0.0009999275207519531
95,589,0.026230533489355796,0.0009999275207519531
96,590,0.02547754973376179,0.0009999275207519531
97,591,0.02549821717486921,0.0009999275207519531
98,592,0.025159550102800497,0.0009999275207519531
99,593,0.02425628011618132,0.0009999275207519531
100,594,0.02429941114868252,0.0009999275207519531
101,595,0.02429013898920693,0.0009999275207519531
102,596,0.02426997559064176,0.0009999275207519531
103,597,0.023848236825661697,0.0009999275207519531
104,598,0.02419529916535893,0.0009999275207519531
105,599,0.024342572035736063,0.0009999275207519531
106,600,0.02375360313866468,0.0009999275207519531
107,601,0.02359542265990936,0.0009999275207519531
108,602,0.023430653200875035,0.0009999275207519531
109,603,0.023488565545748637,0.0009999275207519531
110,604,0.023150930115096786,0.0009999275207519531
111,605,0.023276807351164493,0.0009999275207519531
112,606,0.023349495905852172,0.0009999275207519531
113,607,0.023388579146070225,0.0009999275207519531
114,608,0.023500453423008008,0.0009999275207519531
115,609,0.02304760443835447,0.0009999275207519531
116,610,0.022684150242707802,0.0009999275207519531
117,611,0.022695652109925538,0.0009999275207519531
118,612,0.02270308868020573,0.0009999275207519531
119,613,0.022818346790969602,0.0009999275207519531
120,614,0.02284511958483242,0.0009999275207519531
121,615,0.022921178974664735,0.0009999275207519531
122,616,0.0228487424849437,0.0009999275207519531
123,617,0.022658896596521018,0.0009999275207519531
124,618,0.022708605925514526,0.0009999275207519531
125,619,0.022443294981418185,0.0009999275207519531
126,620,0.02254610868275003,0.0009999275207519531
127,621,0.02226498429474887,0.0009999275207519531
128,622,0.022372795047323223,0.0009999275207519531
129,623,0.022310252743621434,0.0009999275207519531
130,624,0.022876441082359037,0.0009999275207519531
131,625,0.022883945633939078,0.0009999275207519531
132,626,0.023086657811670224,0.0009999275207519531
133,627,0.02387288241187391,0.0009999275207519531
134,628,0.02449125331869378,0.0009999275207519531
135,629,0.0246368040839038,0.0019998550415039062
136,630,0.024267425803948233,0.0019998550415039062
137,631,0.023776984421948297,0.0019998550415039062
138,632,0.023235695197680695,0.0019998550415039062
139,633,0.02374599310193493,0.0019998550415039062
140,634,0.023627907083469495,0.0019998550415039062
141,635,0.02339809020142697,0.0019998550415039062
142,636,0.022726259152030154,0.0019998550415039062
143,637,0.022270023588750996,0.0019998550415039062
144,638,0.022220591754348554,0.0019998550415039062
145,639,0.022109712307524506,0.0019998550415039062
146,640,0.021292818446338208,0.0019998550415039062
147,641,0.02142643419999998,0.0019998550415039062
148,642,0.021739421707258153,0.0019998550415039062
149,643,0.022223282884433017,0.0019998550415039062
150,644,0.022814273321297783,0.0019998550415039062
151,645,0.022828729683530315,0.0019998550415039062
152,646,0.022778692694337906,0.0019998550415039062
153,647,0.022630393074569575,0.0019998550415039062
154,648,0.02257896001844684,0.0019998550415039062
155,649,0.022992140245532047,0.0019998550415039062
156,650,0.02255225496307159,0.0019998550415039062
157,651,0.023050315310853414,0.0019998550415039062
158,652,0.02379358025222852,0.0019998550415039062
159,653,0.02331214214857447,0.0019998550415039062
160,654,0.023767399960059585,0.0019998550415039062
161,655,0.023450025622251097,0.0019998550415039062
162,656,0.023382505303084743,0.0019998550415039062
163,657,0.023067639172004172,0.0019998550415039062
164,658,0.023063658650195926,0.0019998550415039062
165,659,0.02295731236906778,0.0019998550415039062
166,660,0.023821021598208886,0.0019998550415039062
167,661,0.023822042991005214,0.0019998550415039062
168,662,0.02409311782867471,0.0019998550415039062
169,663,0.023953608023062904,0.0019998550415039062
170,664,0.02404779995450769,0.0019998550415039062
171,665,0.02409719364050227,0.0019998550415039062
172,666,0.024582780984334755,0.0019998550415039062
173,667,0.024581693316685086,0.0019998550415039062
174,668,0.02419880308573219,0.0019998550415039062
175,669,0.024135725340730482,0.0019998550415039062
176,670,0.024049415288639322,0.0019998550415039062
177,671,0.024013125646143323,0.0019998550415039062
178,672,0.024393074601557305,0.0019998550415039062
179,673,0.024380850141121495,0.0019998550415039062
180,674,0.024190113175021233,0.0019998550415039062
181,675,0.024714470313731047,0.0019998550415039062
182,676,0.024346063811838906,0.0019998550415039062
183,677,0.024720966361791934,0.0019998550415039062
184,678,0.024720966361791934,0.0019998550415039062
185,679,0.02462010285853015,0.0019998550415039062
186,680,0.024811511842268024,0.0019998550415039062
187,681,0.0242732157403751,0.0019998550415039062
188,682,0.02459799498209766,0.0019998550415039062
189,683,0.024660536166065773,0.0019998550415039062
190,684,0.024633301987391873,0.0019998550415039062
191,685,0.024712887100085814,0.0019998550415039062
192,686,0.024444607781364477,0.0019998550415039062
193,687,0.023883562593431416,0.0019998550415039062
194,688,0.023728980321947903,0.0019998550415039062
195,689,0.023803193517701795,0.0019998550415039062
196,690,0.023795921075106894,0.0019998550415039062
197,691,0.024160026081738742,0.0019998550415039062
198,692,0.024134523974542254,0.0019998550415039062
199,693,0.024143475444979766,0.0019998550415039062
200,694,0.02413739554761661,0.0019998550415039062
201,695,0.023749799254697515,0.0019998550415039062
202,696,0.02346034465132232,0.0019998550415039062
203,697,0.023177705130035378,0.0019998550415039062
204,698,0.024013727637565322,0.0019998550415039062
205,699,0.024011706996282654,0.0019998550415039062
206,700,0.024532214772045664,0.0019998550415039062
207,701,0.024377539811264382,0.0019998550415039062
208,702,0.024033477946723204,0.0019998550415039062
209,703,0.023381803944579126,0.0019998550415039062
210,704,0.0233619593813648,0.0019998550415039062
211,705,0.02367438202645328,0.0019998550415039062
212,706,0.023989964240551314,0.0019998550415039062
213,707,0.023888160275986205,0.0019998550415039062
214,708,0.024154947506452678,0.0019998550415039062
215,709,0.02389322372950716,0.0019998550415039062
216,710,0.024001192645322987,0.0019998550415039062
217,711,0.02396440920759914,0.0019998550415039062
218,712,0.02372329849044599,0.0019998550415039062
219,713,0.023591546211809478,0.0019998550415039062
220,714,0.023688901784034648,0.0019998550415039062
221,715,0.02366135762095292,0.0019998550415039062
222,716,0.023661912103067072,0.0019998550415039062
223,717,0.02369365138637194,0.0019998550415039062
224,718,0.024048045611479437,0.0019998550415039062
225,719,0.02422812103057383,0.0019998550415039062
226,720,0.024311253375927003,0.0019998550415039062
227,721,0.02427556442149605,0.0019998550415039062
228,722,0.02422232244635462,0.0019998550415039062
229,723,0.024772970676552444,0.0019998550415039062
230,724,0.02477766951689648,0.0019998550415039062
231,725,0.0248011369090666,0.0019998550415039062
232,726,0.024799409359006,0.0019998550415039062
233,727,0.025236950522357388,0.0019998550415039062
234,728,0.025229176980742927,0.0019998550415039062
235,729,0.025896563997077265,0.0019998550415039062
236,730,0.026009050436383515,0.0019998550415039062
237,731,0.02593271011206695,0.0019998550415039062
238,732,0.02581455371163095,0.0019998550415039062
239,733,0.025834246846361153,0.0019998550415039062
240,734,0.025654831425798972,0.0019998550415039062
241,735,0.02461008278764541,0.0019998550415039062
242,736,0.024510278530008197,0.0019998550415039062
243,737,0.02461956856351606,0.0019998550415039062
244,738,0.024552165958194098,0.0019998550415039062
245,739,0.0253285089707243,0.0019998550415039062
246,740,0.025364522537042754,0.0019998550415039062
247,741,0.025441777301006486,0.0019998550415039062
248,742,0.025794608418609158,0.0019998550415039062
249,743,0.025573756150346825,0.0019998550415039062
250,744,0.025358258510563766,0.0019998550415039062
251,745,0.024180546176199465,0.0019998550415039062
252,746,0.02444223364552896,0.0019998550415039062
253,747,0.024534349050724873,0.0019998550415039062
254,748,0.024150838168921475,0.0019998550415039062
255,749,0.024201183226092163,0.0019998550415039062
256,750,0.024206156269054542,0.0019998550415039062
257,751,0.0241886783968202,0.0019998550415039062
258,752,0.02377883691213883,0.0019998550415039062
259,753,0.024023710576472682,0.0019998550415039062
260,754,0.023880671792605855,0.0019998550415039062
261,755,0.023950947847041583,0.0019998550415039062
262,756,0.0237205033547239,0.0019998550415039062
263,757,0.02331683915658753,0.0019998550415039062
264,758,0.023294611907155132,0.0019998550415039062
265,759,0.023404245356394803,0.0019998550415039062
266,760,0.02377866019775839,0.0019998550415039062
267,761,0.02378897670568012,0.0019998550415039062
268,762,0.02383599785924197,0.0019998550415039062
269,763,0.024234148401022833,0.0019998550415039062
270,764,0.02442441385265942,0.0019998550415039062
271,765,0.024308761255536427,0.0019998550415039062
272,766,0.024305225015265757,0.0019998550415039062
273,767,0.024249524658436397,0.0019998550415039062
274,768,0.023763222588380442,0.0019998550415039062
275,769,0.02371916553074305,0.0019998550415039062
276,770,0.023490965435846688,0.0019998550415039062
