iters,fevals,fitness
0,779407,0.10738360740537219
1,780968,0.10738360740537217
2,782527,0.10738360740537221
3,784094,0.10815363643195425
4,785649,0.10816668967617822
5,787207,0.10816668967617822
6,788771,0.10816668967617823
7,790328,0.10816668967617823
8,791888,0.10816668967617818
9,793447,0.10816668967617822
10,794998,0.11022223196978237
11,796556,0.1115795940764328
12,798113,0.10929122014804768
13,799659,0.10703186808977115
14,801224,0.10703186808977111
15,802782,0.10703186808977107
16,804342,0.10802489065339115
17,805909,0.10802489065339115
18,807463,0.10802489065339121
19,809018,0.10705642832201415
20,810584,0.10708856918499295
21,812140,0.10705642832201415
22,813705,0.10802491469993565
23,815270,0.10802491469993565
24,816838,0.10802491469993558
25,818390,0.10802491469993558
26,819950,0.10802491469993558
27,821521,0.10823595328412924
28,823079,0.10864293379270568
29,824632,0.10864293379270568
30,826193,0.1091658243217088
31,827747,0.11037562020432826
32,829308,0.10914809575759797
33,830872,0.10911860747593578
34,832439,0.10917577875498713
35,834004,0.10764369770714471
36,835558,0.10859309846855618
37,837123,0.10859309846855618
38,838680,0.11008480160370844
39,840232,0.11008480160370844
40,841785,0.10933993302512666
41,843343,0.10826258363059317
42,844902,0.10932197081349596
43,846455,0.10932197081349596
44,848018,0.10979281519433913
45,849578,0.10871836498434194
46,851130,0.10871836498434194
47,852674,0.10986630453082352
48,854228,0.10986630453082352
49,855793,0.10883225948980077
50,857352,0.10883225948980073
51,858908,0.10883225948980077
52,860468,0.10831696696559251
53,862030,0.10742156366605904
54,863592,0.10742156366605901
55,865165,0.10794999721859988
56,866716,0.10794999721859988
57,868276,0.11036125239329646
58,869834,0.11036125239329649
59,871394,0.11036125239329649
60,872946,0.11036125239329649
61,874496,0.11036125239329646
62,876064,0.1103612523932965
63,877632,0.11036125239329646
64,879189,0.11036125239329649
65,880746,0.11036125239329642
66,882304,0.11036125239329639
67,883858,0.10913608046496098
68,885411,0.11074072694149582
69,886963,0.11074072694149582
70,888526,0.10921378836433308
71,890085,0.1078331640866188
72,891636,0.10800793109208577
73,893198,0.10839700360383021
74,894751,0.10839700360383026
75,896311,0.10869844176450283
76,897870,0.10800793109208584
77,899421,0.1099875425544924
78,900979,0.10998754255449232
79,902534,0.10985509013647472
80,904078,0.10899576723192056
81,905634,0.1102997949044777
82,907196,0.11020523915732153
83,908758,0.10961723759596097
84,910322,0.10961723759596097
85,911883,0.1083478768967196
86,913442,0.10862968364171241
87,915000,0.10862968364171234
88,916555,0.10998822730330396
89,918130,0.10928619538172053
90,919682,0.10971971264104806
91,921234,0.11101258880344936
92,922796,0.10960358064214488
93,924358,0.10928619538172057
94,925912,0.1117080650418015
95,927468,0.10928619538172053
96,929025,0.11084352377073711
97,930581,0.11084474445628156
98,932142,0.10928619538172049
99,933707,0.11114490842450253
100,935266,0.10997603650755065
101,936828,0.1100705708374905
102,938395,0.10945949518097604
103,939953,0.11093216386041611
104,941506,0.10960222581102327
105,943070,0.10957097568185939
106,944628,0.11149966644019275
107,946179,0.1105207138456908
108,947735,0.10957097568185935
109,949288,0.11041937350124345
110,950856,0.11041937350124345
111,952418,0.11279478040333617
112,953972,0.11571005359099627
113,955524,0.11571005359099627
114,957083,0.11571005359099627
115,958636,0.11571005359099631
116,960196,0.11571005359099631
117,961751,0.11571005359099631
118,963308,0.11571005359099631
119,964862,0.11571005359099631
120,966416,0.11279478040333613
121,967969,0.11069334427277382
122,969535,0.11069334427277386
123,971093,0.10677108460414327
124,972653,0.10925445821704687
125,974210,0.11400742532921047
126,975764,0.1140074253292105
127,977327,0.10842066466586711
128,978887,0.11125380661497114
129,980445,0.11125380661497108
130,982005,0.10984562594385662
131,983566,0.10984562594385666
132,985121,0.11193336005371143
133,986690,0.11284446784200937
134,988246,0.11095135396350936
135,989808,0.1119333600537114
136,991369,0.11193336005371145
137,992925,0.11193336005371143
138,994474,0.1119333600537114
139,996030,0.1119333600537114
140,997595,0.11193336005371143
141,999143,0.11193336005371143
142,1000708,0.11193336005371143
143,1002269,0.11193336005371143
144,1003830,0.1119333600537114
145,1005404,0.1119333600537114
146,1006961,0.11193336005371148
147,1008521,0.11193336005371148
148,1010082,0.11193336005371148
149,1011640,0.11193336005371145
150,1013199,0.11193336005371145
151,1014758,0.11232254853244422
152,1016313,0.11193336005371143
153,1017870,0.11193336005371136
154,1019433,0.11193336005371143
